"","disp_est","disp_lower","disp_upper","rp_value","attr_PR_est","attr_PR_lower","attr_PR_upper","attr_DI_est","attr_DI_lower","attr_DI_upper","proj_PR_est","proj_PR_lower","proj_PR_upper","proj_DI_est","proj_DI_lower","proj_DI_upper"
"AFR-44_CanESM2_r1_CanRCM4",0.0445403016883563,0.03502827707427,0.0543690923648202,116.241462924664,0.852330585016767,0.650278808512682,1.04030376781666,2.36305002652991,-0.689849889553775,8.94943788601047,0.610156988570808,0.360327940476948,0.67338192832135,5.69636332827021,5.04772491005314,8.70900021693599
"AFR-44_CanESM2_r1_RCA4",0.0689120770407537,0.0559982631795906,0.0729667935820237,66.7000121542562,1.04879400756425,0.678971355675833,1.2507841494005,-0.913755816400817,-4.13158160219584,9.03770237862348,0.697730227145496,0.660523413484632,0.806317022287055,5.69415909699074,3.62678315500371,5.86892668851332
"AFR-44_CNRM-CM5_r1_CCLM4-8-17",0.124357834071784,0.105545209510696,0.134032890737771,47.0930571258924,1.16761473793758,0.594892350332571,2.42710155246078,-4.27328813710427,-20.6539260179266,18.4916598206017,1.23137840752355,0.862299945242049,1.35237256550072,-6.46315367650396,-7.56756101041659,3.19887191770403
"AFR-44_CNRM-CM5_r1_RCA4",0.0672758037638673,0.0550737122518448,0.0669257242989879,89.2229166819144,0.616088840069672,0.383519951520457,1.46921499114175,10.2819020388707,-6.64017582120224,23.5153550445743,0.873118005559869,0.760479452396223,0.963862091013753,2.44719823787755,0.777283662529183,4.54408923957928
"AFR-44_CSIRO-Mk3-6-0_r1_RCA4",0.0744353865997333,0.0673215156514179,0.0926505231249411,64.0370323291124,6.66289794905644,2.81428198851934,38.2041361815885,-26.2440467782792,-37.719415717841,-15.3328927898472,0.687129780324155,0.460757396544149,0.9038836519794,5.94150194127684,1.62847466474706,10.5513089017868
"AFR-44_EC-EARTH_r1_RACMO22T",0.0470687194188439,0.0291892337804704,0.0483666882626351,128.352995009706,0.839922965639157,0.238473398357207,1.17525591395992,2.75175383338135,-2.50404133826333,22.3289322944837,1.01940959554924,0.934876637819457,1.2152100401128,-0.294390175813151,-3.01197165221069,0.978703942007126
"AFR-44_EC-EARTH_r1_RCA4",0.0515904962217003,0.0393278439975892,0.0521154930866651,137.150833017663,0.679365858992491,0.306067539552507,0.819084722302115,6.65865692872485,3.94644979603561,22.0107844321383,1.03729660332126,0.873548064913697,1.16139674057156,-0.69986310915291,-3.16414887517129,2.48126332115332
"AFR-44_EC-EARTH_r12_CCLM4-8-17",0.0825112107134695,0.0648640702572702,0.0846277133767985,76.8716658788282,0.859863814372985,0.702842424951195,1.29175044812025,3.79673140986696,-5.62294003575861,10.2438585077746,1.11159074762873,0.773645063467711,1.04349563422906,-3.04728598586293,-1.41106533426867,6.36592725796435
"AFR-44_EC-EARTH_r12_RCA4",0.0563258621772121,0.0500032263724588,0.0675822257094152,131.107641140337,1.14682998856821,0.660249211708401,5.56657943364961,-2.253166614008,-25.0681012466652,6.24785672724315,1.1550879059014,0.897196696725963,1.28782479132363,-2.67963516275849,-5.00476873249854,1.61087515985146
"AFR-44_EC-EARTH_r12_REMO2009",0.0961490089724436,0.0793638440578959,0.110578905846433,78.3292719881715,0.746292775234523,0.648442404191536,2.27021639796641,8.14976058982482,-17.6611500145031,13.8141687271602,0.891117884951609,0.580962516699334,0.99214636272272,2.92721363308253,0.189707156777065,10.8461493527432
"AFR-44_EC-EARTH_r3_HIRHAM5",0.114392002806749,0.092223589097507,0.130096209524773,32.198962084256,3.8280308563853,3.16340280624666,19.147728239565,-32.3168810074477,-45.896676018593,-22.6603962224453,1.35359818908579,0.974211075327775,1.52662391547943,-8.70000387991809,-13.3925211326206,0.753677934708327
"AFR-44_EC-EARTH_r3_RCA4",0.0639973779838821,0.0611875251095346,0.0738689202419001,107.427033672924,2.90868807364199,2.78836520583419,14.1750270965905,-16.9906896663216,-28.6863590397129,-17.4417685462299,1.27960101275371,1.02833895735569,1.63967555454093,-4.13412952537185,-8.1935959018711,-0.533006047496405
"AFR-44_HadGEM2-ES_r1_CCLM4-8-17",0.135755969981265,0.1266044430942,0.146886629042133,16.9305049393907,1.38632829557998,1.06034233209707,2.46803236881561,-8.89184511979476,-24.5462980099462,-1.66598871540706,0.954712919538983,0.876634254187381,1.10483409945052,1.20685564410173,-2.5676137406625,2.83654517979172
"AFR-44_HadGEM2-ES_r1_RACMO22T",0.0509844767035855,0.0402779032072706,0.0617426978013758,60.4848479591817,1.03931131856312,0.981887582017038,1.71625717279287,-0.539443291033888,-6.45461494325106,0.257190208102698,1.07337238502375,1.04960486250333,1.37618776863288,-0.993704925499764,-4.23340850482137,-0.737814003407661
"AFR-44_HadGEM2-ES_r1_RCA4",0.0866224373569419,0.0727247639210452,0.107290310999358,46.6464948607145,0.97034961779598,0.637220726969208,2.10117398484418,0.696679205188447,-14.535755491414,9.48012591394411,0.782308786326616,0.59227772124755,0.806095282518068,4.91919374450876,4.73383482891841,8.73020185804278
"AFR-44_HadGEM2-ES_r1_REMO2009",0.10154242331383,0.092066167752583,0.118857796341566,29.4859451368869,0.781506746471836,0.234169505896281,1.51862323473361,6.19195023352855,-9.66870361293747,38.2279152605395,0.6699904115029,0.606662790677029,0.912082551564492,8.66780674800809,2.1534263085533,11.2550531738146
"AFR-44_IPSL-CM5A-LR_r1_REMO2009",0.0923460191962571,0.0820750758264033,0.09136089803691,56.6255002256924,0.414419521957242,0.212709088138698,0.654018987573772,26.2627728411065,12.9754071717592,44.3658110831918,0.582110108604964,0.397440150547228,0.672589348777719,13.0368909380911,11.0562663466983,18.2940925724278
"AFR-44_MIROC5_r1_RCA4",0.0462414066156001,0.0336136567249041,0.0472884783704965,178.90344762177,0.215188634563393,0.169256953392191,0.247714642852343,32.7104485065329,26.7230753770293,33.4633926197086,0.607363847376394,0.531998195432792,0.799049464172021,8.93550939491614,4.79471854456358,12.0168301736686
"AFR-44_MIROC5_r1_REMO2009",0.07532002069731,0.062228317573724,0.0787961541631685,100.727658678977,0.996208918041294,0.574662493817189,1.45457957741809,0.0902603956751662,-8.50919571505228,13.8524875291989,1.06012074067888,0.895443074072202,1.2283256782727,-1.49823877974802,-6.56124971338062,2.22562637667753
"AFR-44_MPI-ESM-LR_r1_CCLM4-8-17",0.119202772440777,0.0932625421538092,0.120485809998619,33.4781407089573,2.38061969219644,1.55987896091717,4.46049923572368,-20.3978969599144,-31.5416379730196,-11.1847187378885,1.46344379065761,1.38876680568673,1.60323791626816,-13.9527123479212,-14.9538350459275,-13.5085543738068
"AFR-44_MPI-ESM-LR_r1_RCA4",0.0579789773669079,0.0539373579647509,0.0567857534334899,108.350878847825,0.90795789031826,0.539620851510668,1.42405430442659,1.82320746599086,-6.8111728795486,14.8744586106906,0.866908377407995,0.600276663451056,1.02238843803208,2.61241741782404,-0.555483216201448,7.68408335453215
"AFR-44_MPI-ESM-LR_r1_REMO2009",0.0835973973663413,0.0725893141420998,0.0840738318148262,57.6264980478075,2.55690862477907,1.65759464340941,4.49173229259073,-17.8828719245732,-27.0941829577295,-8.70576518852669,1.27804533053053,1.25872297066535,1.67917632649074,-6.08533030824268,-12.0761625457454,-4.84675334940827
"AFR-44_MPI-ESM-MR_r1_RegCM4-3",-0.0775023598486161,-0.0797083057785431,-0.0701142691383031,0.000578079531747166,0.344771772438475,0.124066497474236,0.478033832748191,53.0146896668791,27.8144821414118,180.154942803064,1.02339233844958,0.769284559254724,1.48894410300411,-0.999956019257036,-21.6159940351621,8.91968741925526
"AFR-44_NorESM1-M_r1_RCA4",0.108022203794337,0.100718813760238,0.12103684761284,40.8437188542622,1.05349641944356,0.799382323529385,2.17619921685962,-1.2858978582064,-14.0898323381984,5.02614403191961,0.963392348479119,0.824911505365712,1.25366771977744,0.946528986649973,-5.46442662277127,4.52763360074246
