"","disp_est","disp_lower","disp_upper","rp_value","attr_PR_est","attr_PR_lower","attr_PR_upper","attr_DI_est","attr_DI_lower","attr_DI_upper","proj_PR_est","proj_PR_lower","proj_PR_upper","proj_DI_est","proj_DI_lower","proj_DI_upper"
"AFR-44_CanESM2_r1_CanRCM4",0.0169757192021021,0.013430285831562,0.0202356643049694,850.099149085814,0.158169413851822,0.0355398598811884,0.396618904152209,13.8810086953341,8.5157948849551,19.8009284288824,0.141385293221756,0.0583638117721092,0.24950440472073,8.32393589032416,6.73969932208665,9.87140584862571
"AFR-44_CanESM2_r1_RCA4",0.0205814067061663,0.0163708299979124,0.0234601793418141,553.936058608705,0.188739383871864,0.0516827265791189,0.431747511431776,14.2214226589292,7.2845341963343,22.0897468769527,0.111889495591378,0.0462210147371232,0.193509798602699,9.92276631374888,8.26069218604596,11.5954914862493
"AFR-44_CNRM-CM5_r1_CCLM4-8-17",0.0259108639681516,0.0199835995666738,0.0307557487954734,649.728791227767,1.37122896494676,0.188654227412577,9.09960755896565,-2.32799036948401,-13.4426100362469,11.7450349369715,1.12289568970599,0.704952854314709,1.7336331328529,-0.818250359996164,-3.71484685641006,2.42867444019403
"AFR-44_CNRM-CM5_r1_RCA4",0.0263382587243338,0.0185753859125052,0.0313975105051364,748.068552088729,0.171827325101573,0.0132991958075182,0.753177006370848,19.5198101134365,3.7723216504844,37.1640597415212,0.36073307341429,0.151012531904237,0.644622251262056,7.72685172695467,3.9679577486892,11.1634504308124
"AFR-44_CSIRO-Mk3-6-0_r1_RCA4",0.0220186069612872,0.0153981806377216,0.0275505453679851,357.634604701814,2.56206387676841,0.344276983079988,27.8190947316267,-6.64627606080479,-20.0489836628453,8.36044056710213,0.516298475761958,0.244666603165493,1.04356781843625,4.66484896329312,-0.311206773191643,8.62573412978695
"AFR-44_EC-EARTH_r1_RACMO22T",0.0138894183216212,0.0106722141644357,0.0162630884338555,940.6610012861,0.469209921855367,0.116612219091277,1.50440269839696,4.29133292099689,-2.23168689593397,11.8304889252416,0.475232320147049,0.200018885515781,0.827142324783742,3.78749474525964,1.02693992929561,6.72897746847293
"AFR-44_EC-EARTH_r1_RCA4",0.0178118394985575,0.0141492825747568,0.0202889645050253,942.620936511346,0.227690158475228,0.0502174152133321,0.765967630193064,11.8048970852476,2.11197646690451,21.335617979604,0.58159347812597,0.2832596901418,0.888121621486297,3.92024170805173,0.843368614108856,7.3976015443159
"AFR-44_EC-EARTH_r12_CCLM4-8-17",0.0294738832050661,0.0227029794810633,0.0346512831097916,583.602099204588,1.72318660801509,0.325497266686073,11.2868288136516,-4.96387528100358,-18.1954662439726,11.3549817747425,1.37073143561475,0.877863020072731,2.00494659611554,-3.66007421368011,-8.36574909256142,1.18438774313746
"AFR-44_EC-EARTH_r12_RCA4",0.0136221096391178,0.00976014086496512,0.0168539100631309,902.983074240801,1.9650516353317,0.229410751731279,17.1795947311215,-3.48208376083123,-13.3311548845142,7.20996585117449,0.848240641974517,0.442775767628447,1.35080949287571,1.00598085812942,-2.12175789032202,4.0103383769228
"AFR-44_EC-EARTH_r12_REMO2009",0.0211881116596353,0.0149957849521831,0.0260250952321277,731.462142435852,0.480496753120686,0.0719457811036753,2.55610727957357,5.95276945902109,-6.54710372959096,21.0764390102645,0.661296208530544,0.359888304470792,1.03343233926264,3.01189109280262,-0.288990020544491,6.26801717495534
"AFR-44_EC-EARTH_r3_HIRHAM5",0.0204179012082595,0.016418925204097,0.0232929518911005,519.336495905065,21.8356129726512,4.02628408116405,180.616789254062,-16.5085696402479,-24.4986393224561,-7.28037591604933,1.17747275840215,0.65592184534866,2.05921473494687,-1.14798889626176,-5.48377554575726,2.70469828132016
"AFR-44_EC-EARTH_r3_RCA4",0.0163518256382335,0.0132738694506514,0.0184362845887711,839.425162823058,12.8484498817599,2.04216851801855,110.444073522997,-10.8731595084714,-18.3510373047369,-2.95897125761539,0.959715669005578,0.47901623072322,1.77668691448795,0.221410016003151,-3.28111823022808,3.41378961053339
"AFR-44_GFDL-ESM2M_r1_RCA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFR-44_HadGEM2-ES_r1_CCLM4-8-17",0.0350414170085796,0.0267782005247592,0.0414613594986025,219.60498291822,2.5078621413271,0.754385312925873,7.72083824600631,-9.85731625949194,-19.6631210482424,3.07734163864821,1.09385276267483,0.680747436634185,1.65538590412174,-0.992556388925373,-5.82225223304955,3.67991385167243
"AFR-44_HadGEM2-ES_r1_RACMO22T",0.0133508230755821,0.01053851187021,0.0155322761513135,740.058526688011,0.589478183122062,0.148085839120362,1.56889565223301,2.85575467320475,-2.39311971409213,9.10697109906766,0.984283966062733,0.642173779031517,1.354041005477,0.0986083024452576,-2.12206046455209,2.29888222172325
"AFR-44_HadGEM2-ES_r1_RCA4",0.0230498182309607,0.0179070085822573,0.0266834947812044,576.182255302693,2.76952573451915,0.883454528479853,8.77084391636857,-7.17301599790608,-14.7929700808983,0.81331991157675,1.07092453370017,0.669222949020222,1.59409049086244,-0.480919609209218,-3.70293783418923,2.39230589074721
"AFR-44_HadGEM2-ES_r1_REMO2009",0.024415174244548,0.0195776614934586,0.0277309343900157,510.55033773709,0.625664303099988,0.206946886514724,1.50733325962594,4.07027395538131,-3.27513939935701,12.9264285637544,0.521489623538542,0.293972371165986,0.786278512288412,4.29397507751823,1.70382524550074,6.86545972933263
"AFR-44_IPSL-CM5A-LR_r1_REMO2009",0.0207981095210275,0.0157149678451254,0.0245323821369437,593.227219182786,0.202527589456228,0.046263086417779,0.531352690529281,15.6934070518601,6.42580548062117,26.0880104314456,0.220368614188268,0.109135495578015,0.362571336118162,9.63525760467923,7.10119254064273,12.0759131544717
"AFR-44_IPSL-CM5A-MR_r1_RCA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFR-44_MIROC5_r1_RCA4",0.0169379093910099,0.0132872514692845,0.019376093891903,701.418030163836,0.0932960446400122,0.0138431385149375,0.325422257478927,23.2635484281478,11.1773580288428,37.8930371331318,0.317954787839005,0.114283106316174,0.617409683247547,10.5909980061583,5.31595524977615,15.1780572053
"AFR-44_MIROC5_r1_REMO2009",0.025287714239677,0.0201356706082781,0.0287894295453048,557.470852415261,0.913524925968466,0.104098200003355,5.92403174232661,0.756366272343246,-13.1344067777577,18.4409905220935,0.896530491002246,0.416761936090738,1.48246412099818,1.19129305948968,-4.92406962354999,7.3022982203302
"AFR-44_MPI-ESM-LR_r1_CCLM4-8-17",0.0463935181002265,0.0369919256388965,0.0526611295861217,345.714882961901,0.561155982286153,0.167367630949209,1.41135988636841,9.02854278601085,-5.84251784325749,26.8920464661582,1.2173654879472,0.841001479146907,1.62801978080235,-3.85254206232072,-10.5761625919163,2.6857925351757
"AFR-44_MPI-ESM-LR_r1_RCA4",0.0225407594699582,0.0181448162829635,0.025947019305412,817.281419105527,0.34925317619428,0.0738490154790698,0.993979664122735,9.40591675385443,0.0585161179187651,19.9818300306288,0.880053519137714,0.503312205160281,1.25815442573387,1.1893185645857,-2.57584559375133,5.02334817670827
"AFR-44_MPI-ESM-LR_r1_REMO2009",0.0306130017564171,0.0246689900470144,0.0343641436495422,576.331043532803,0.768012750197496,0.179633940098011,2.29652938798589,2.53083987405257,-8.43669335358584,14.7491122975312,0.973650395752549,0.58545980509846,1.40480468544006,0.277662743219069,-3.96843925507025,4.63282177851386
"AFR-44_MPI-ESM-LR_r2_RCA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFR-44_MPI-ESM-LR_r3_RCA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFR-44_MPI-ESM-MR_r1_RegCM4-3",-0.0344122151690044,-0.0411563480573055,-0.0259856745642866,0.00482347353011079,1.20892613788198,0.215668402735636,8.22745388934622,-1.53692237616843,-13.7237098319065,13.0087759895427,0.836150933449575,0.358306056245141,1.54203516472306,1.28699118705285,-3.56184850940947,6.07851904837564
"AFR-44_NorESM1-M_r1_RCA4",0.0195631589438351,0.0156581904080979,0.0223652360183359,748.765146678814,0.169651104323811,0.0353190030040562,0.622761538445726,15.7294470936178,3.95690520528977,28.8486399531231,0.346357125643549,0.15772527240834,0.621059349759709,7.16250610876076,3.52466855720348,10.244560771711
