,dataset,covariate,covariate_matched,attr_type,distribution,fit_type,lower_tail,include_event,fitted_years,N,event_year,vs_gmst,return_time,sigma_est,sigma_lower,sigma_upper,disp_est,disp_lower,disp_upper,alpha_est,alpha_lower,alpha_upper,event_magnitude,rp_est,rp_lower,rp_upper,gmst_now,pr_est,pr_lower,pr_upper,DI_est,DI_lower,DI_upper
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_ICTP-RegCM4-3 attr-future,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_ICTP-RegCM4-3,tas Amon HadGEM2-ES rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,76,2021,0.8,3,15.098,12.228,17.212,,,,1.319,-2.859,5.400,175.69,3.0000,2.3728,4.0733,-0.8,0.92823,0.74991,1.2118,-1.055,-4.320,2.287
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T attr-future,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T,tas Amon HadGEM2-ES rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,101,2021,0.8,3,21.837,18.562,24.575,,,,-3.150,-7.692,1.223,178.76,3.0000,2.4776,3.9357,-0.8,1.1396,0.95540,1.4535,2.520,-0.979,6.154
AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22T attr-now,AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22T,tas Amon EC-EARTH rcp85 r12i1p1,True,present,gauss,shift,False,True,-2022,56,2021,-1.2,3,28.915,19.686,35.264,,,,24.789,-3.944,54.536,217.17,3.0000,1.4936,11.186,1.2,4.6158,0.74136,25.418,29.747,-4.733,65.443
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_ICTP-RegCM4-3 attr-now,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_ICTP-RegCM4-3,tas Amon HadGEM2-ES rcp85 r1i1p1,True,present,gauss,shift,False,True,-2022,48,2021,-1.2,3,14.828,11.265,17.361,,,,-0.198,-10.302,8.087,174.43,3.0000,1.7524,8.0771,1.2,0.98274,0.34747,2.0918,-0.238,-12.363,9.704
AFR-44_rs_onset_MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009 validation,AFR-44_rs_onset_MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009,tas Amon MPI-ESM-LR rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,13.093,9.867,15.527,,,,-5.521,-19.226,7.386,185.40,3.0000,1.5924,8.2118,1.2,0.62895,0.16896,1.9770,-6.625,-23.071,8.863
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T validation,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T,tas Amon HadGEM2-ES rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,23.932,18.186,28.400,,,,6.923,-9.864,22.406,185.36,3.0000,1.8750,6.6523,1.2,1.5268,0.51647,5.7810,8.307,-11.837,26.887
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2009 validation,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2009,tas Amon HadGEM2-ES rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,12.110,9.219,14.293,,,,3.759,-3.972,11.768,180.40,3.0000,1.8444,7.0360,1.2,1.5804,0.52356,4.2427,4.511,-4.766,14.121
AFR-44_rs_onset_MPI-M-MPI-ESM-LR_r1i1p1_CLMcom-CCLM4-8-17 validation,AFR-44_rs_onset_MPI-M-MPI-ESM-LR_r1i1p1_CLMcom-CCLM4-8-17,tas Amon MPI-ESM-LR rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,19.277,14.781,22.636,,,,-1.811,-20.219,14.643,189.24,3.0000,1.9259,8.2645,1.2,0.88829,0.22053,2.9857,-2.174,-24.263,17.571
AFR-44_rs_onset_ICHEC-EC-EARTH_r1i1p1_KNMI-RACMO22T validation,AFR-44_rs_onset_ICHEC-EC-EARTH_r1i1p1_KNMI-RACMO22T,tas Amon EC-EARTH rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,25.750,17.146,31.641,,,,-11.750,-41.543,17.318,190.07,3.0000,1.6289,8.1405,1.2,0.60993,0.16023,2.5061,-14.100,-49.852,20.781
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2009 attr-future,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2009,tas Amon HadGEM2-ES rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,101,2021,0.8,3,12.215,10.579,13.596,,,,-1.035,-3.470,1.625,175.61,3.0000,2.3993,4.0378,-0.8,1.0785,0.90204,1.3438,0.828,-1.300,2.776
AFR-44_rs_onset_IPSL-IPSL-CM5A-LR_r1i1p1_GERICS-REMO2009 validation,AFR-44_rs_onset_IPSL-IPSL-CM5A-LR_r1i1p1_GERICS-REMO2009,tas Amon MPI-ESM-LR rcp85 r1i1p1,False,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,10.626,8.627,12.145,,,,0.188,-9.274,9.553,181.59,3.0000,1.7468,6.9587,1.2,1.0236,0.28504,4.0542,0.225,-11.129,11.464
AFR-44_rs_onset_CCCma-CanESM2_r1i1p1_CCCma-CanRCM4 attr-now,AFR-44_rs_onset_CCCma-CanESM2_r1i1p1_CCCma-CanRCM4,tas Amon CanESM2 rcp85 r1i1p1,True,present,gauss,shift,False,True,-2022,73,2021,-1.2,3,15.140,11.174,18.148,,,,-3.510,-9.487,3.298,117.45,3.0000,1.8343,6.8176,1.2,0.75862,0.38572,1.2459,-4.212,-11.384,3.957
AFR-44_rs_onset_NOAA-GFDL-GFDL-ESM2G_r1i1p1_GERICS-REMO2009 attr-now,AFR-44_rs_onset_NOAA-GFDL-GFDL-ESM2G_r1i1p1_GERICS-REMO2009,tas Amon GFDL-ESM2G rcp85 r1i1p1,True,present,gauss,shift,False,True,-2022,56,2021,-1.2,3,15.233,12.264,17.794,,,,-0.927,-15.181,14.159,186.87,3.0000,1.5694,10.614,1.2,0.92517,0.20415,3.4317,-1.113,-18.218,16.991
AFR-44_rs_onset_ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5 attr-now,AFR-44_rs_onset_ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5,tas Amon EC-EARTH rcp85 r3i1p1,True,present,gauss,shift,False,True,-2022,72,2021,-1.2,3,11.207,8.965,13.177,,,,-0.502,-7.355,5.951,187.46,3.0000,1.8881,6.8276,1.2,0.94408,0.36285,1.9345,-0.602,-8.826,7.141
AFR-44_rs_onset_CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17 attr-future,AFR-44_rs_onset_CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17,tas Amon CNRM-CM5 rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,101,2021,0.8,3,20.384,17.061,22.994,,,,7.652,1.442,14.689,174.10,3.0000,2.3389,4.2361,-0.8,0.74385,0.59636,0.93464,-6.122,-11.751,-1.154
AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_MPI-CSC-REMO2009 attr-future,AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_MPI-CSC-REMO2009,tas Amon EC-EARTH rcp85 r12i1p1,True,future,gauss,shift,False,True,-2050,101,2021,0.8,3,18.330,15.050,20.827,,,,3.427,-1.333,8.374,184.61,3.0000,2.5053,3.6336,-0.8,0.85626,0.70486,1.0668,-2.741,-6.699,1.066
AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_MPI-CSC-REMO2009 attr-now,AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_MPI-CSC-REMO2009,tas Amon EC-EARTH rcp85 r12i1p1,True,present,gauss,shift,False,True,-2022,73,2021,-1.2,3,19.447,15.864,22.126,,,,0.512,-12.166,11.495,182.59,3.0000,1.9468,5.6109,1.2,1.0354,0.42006,2.2723,0.614,-14.599,13.794
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_ICTP-RegCM4-3 validation,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_ICTP-RegCM4-3,tas Amon HadGEM2-ES rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,15.486,11.644,18.049,,,,0.253,-11.069,10.349,174.91,3.0000,1.7628,6.8130,1.2,1.0218,0.39139,2.3877,0.304,-13.283,12.419
AFR-44_rs_onset_ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5 validation,AFR-44_rs_onset_ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5,tas Amon EC-EARTH rcp85 r3i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,12.532,9.234,14.634,,,,3.766,-9.503,18.716,189.31,3.0000,1.7340,7.2666,1.2,1.5548,0.31542,11.721,4.519,-11.403,22.459
AFR-44_rs_onset_MPI-M-MPI-ESM-MR_r1i1p1_ICTP-RegCM4-3 attr-now,AFR-44_rs_onset_MPI-M-MPI-ESM-MR_r1i1p1_ICTP-RegCM4-3,tas Amon MPI-ESM-MR rcp85 r1i1p1,True,present,gauss,shift,False,True,-2022,53,2021,-1.2,3,26.006,20.216,30.343,,,,1.484,-17.989,20.999,191.38,3.0000,1.8309,5.9034,1.2,1.0794,0.39722,3.1358,1.780,-21.587,25.199
AFR-44_rs_onset_CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17 validation,AFR-44_rs_onset_CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17,tas Amon CNRM-CM5 rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,18.393,13.787,22.316,,,,9.835,-9.162,27.476,172.00,3.0000,1.8351,9.2222,1.2,2.3511,0.43534,32.364,11.802,-10.994,32.971
AFR-44_rs_onset_CCCma-CanESM2_r1i1p1_CCCma-CanRCM4 attr-future,AFR-44_rs_onset_CCCma-CanESM2_r1i1p1_CCCma-CanRCM4,tas Amon CanESM2 rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,101,2021,0.8,3,14.998,11.864,17.362,,,,0.564,-2.394,3.405,122.50,3.0000,2.3885,4.4620,-0.8,0.96801,0.82924,1.1563,-0.451,-2.724,1.915
AFR-44_rs_onset_MPI-M-MPI-ESM-MR_r1i1p1_ICTP-RegCM4-3 attr-future,AFR-44_rs_onset_MPI-M-MPI-ESM-MR_r1i1p1_ICTP-RegCM4-3,tas Amon MPI-ESM-MR rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,81,2021,0.8,3,25.909,21.121,29.812,,,,-1.210,-10.794,8.430,188.96,3.0000,2.3909,3.9437,-0.8,1.0421,0.77956,1.5361,0.968,-6.744,8.635
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_CLMcom-CCLM4-8-17 validation,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_CLMcom-CCLM4-8-17,tas Amon HadGEM2-ES rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,14.677,10.452,17.198,,,,4.844,-6.336,15.764,169.71,3.0000,1.5919,17.363,1.2,1.6324,0.34165,4.5986,5.812,-7.603,18.916
AFR-44_rs_onset_MPI-M-MPI-ESM-MR_r1i1p1_ICTP-RegCM4-3 validation,AFR-44_rs_onset_MPI-M-MPI-ESM-MR_r1i1p1_ICTP-RegCM4-3,tas Amon MPI-ESM-MR rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,26.396,19.889,30.639,,,,6.277,-20.120,31.242,193.34,3.0000,1.7709,6.4734,1.2,1.4067,0.34104,7.8270,7.533,-24.144,37.491
AFR-44_rs_onset_CCCma-CanESM2_r1i1p1_CCCma-CanRCM4 validation,AFR-44_rs_onset_CCCma-CanESM2_r1i1p1_CCCma-CanRCM4,tas Amon CanESM2 rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,14.021,9.410,17.776,,,,-0.197,-8.822,10.863,118.32,3.0000,1.6834,9.4538,1.2,0.98183,0.31211,2.4410,-0.237,-10.587,13.035
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T attr-now,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T,tas Amon HadGEM2-ES rcp85 r1i1p1,True,present,gauss,shift,False,True,-2022,73,2021,-1.2,3,22.924,18.849,26.177,,,,-1.214,-12.225,7.836,181.62,3.0000,1.9469,6.4885,1.2,0.93438,0.44501,1.5060,-1.457,-14.671,9.403
AFR-44_rs_onset_ICHEC-EC-EARTH_r1i1p1_KNMI-RACMO22T attr-now,AFR-44_rs_onset_ICHEC-EC-EARTH_r1i1p1_KNMI-RACMO22T,tas Amon EC-EARTH rcp85 r1i1p1,True,present,gauss,shift,False,True,-2022,73,2021,-1.2,3,26.674,20.301,31.202,,,,-2.216,-20.541,15.010,193.98,3.0000,1.8136,6.4928,1.2,0.90015,0.33865,2.0127,-2.659,-24.650,18.012
AFR-44_rs_onset_IPSL-IPSL-CM5A-LR_r1i1p1_GERICS-REMO2009 attr-now,AFR-44_rs_onset_IPSL-IPSL-CM5A-LR_r1i1p1_GERICS-REMO2009,tas Amon MPI-ESM-LR rcp85 r1i1p1,False,present,gauss,shift,False,True,-2022,73,2021,-1.2,3,12.445,10.379,14.019,,,,3.816,-2.582,10.491,183.61,3.0000,1.9127,5.3718,1.2,1.5705,0.73810,3.8423,4.579,-3.099,12.589
AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_CLMcom-CCLM4-8-17 attr-future,AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_CLMcom-CCLM4-8-17,tas Amon EC-EARTH rcp85 r12i1p1,True,future,gauss,shift,False,True,-2050,101,2021,0.8,3,22.651,19.618,24.883,,,,9.753,3.628,16.504,182.83,3.0000,2.4743,3.7961,-0.8,0.71587,0.58955,0.86613,-7.803,-13.203,-2.902
AFR-44_rs_onset_MIROC-MIROC5_r1i1p1_GERICS-REMO2009 validation,AFR-44_rs_onset_MIROC-MIROC5_r1i1p1_GERICS-REMO2009,tas Amon MIROC5 rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,9.622,7.030,11.746,,,,6.801,-1.498,14.213,187.67,3.0000,1.9131,5.5996,1.2,3.3180,0.78031,31.841,8.161,-1.797,17.055
AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_CLMcom-CCLM4-8-17 attr-future,AFR-44_rs_onset_MOHC-HadGEM2-ES_r1i1p1_CLMcom-CCLM4-8-17,tas Amon HadGEM2-ES rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,101,2021,0.8,3,14.902,12.319,17.185,,,,-0.740,-3.943,2.308,168.07,3.0000,2.3766,4.4144,-0.8,1.0449,0.88015,1.3369,0.592,-1.846,3.155
AFR-44_rs_onset_MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009 attr-future,AFR-44_rs_onset_MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009,tas Amon MPI-ESM-LR rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,101,2021,0.8,3,13.826,11.456,15.994,,,,-3.112,-7.013,0.787,184.69,3.0000,2.4367,3.9385,-0.8,1.2315,0.95490,1.7742,2.490,-0.629,5.610
AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22T validation,AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22T,tas Amon EC-EARTH rcp85 r12i1p1,True,validation,gauss,shift,False,True,1981-2022,25,2021,-1.2,3,27.017,7.454,37.014,,,,20.199,-23.929,89.822,213.30,3.0000,1.1928,0.15132E+06,1.2,3.6189,0.35296E-04,114.40,24.238,-28.715,107.787
AFR-44_rs_onset_IPSL-IPSL-CM5A-LR_r1i1p1_GERICS-REMO2009 attr-future,AFR-44_rs_onset_IPSL-IPSL-CM5A-LR_r1i1p1_GERICS-REMO2009,tas Amon MPI-ESM-LR rcp85 r1i1p1,False,future,gauss,shift,False,True,-2050,101,2021,0.8,3,12.705,11.083,14.020,,,,2.409,-1.384,6.349,182.44,3.0000,2.3710,4.1551,-0.8,0.85445,0.69431,1.1148,-1.927,-5.079,1.107
AFR-44_rs_onset_NOAA-GFDL-GFDL-ESM2G_r1i1p1_GERICS-REMO2009 validation,AFR-44_rs_onset_NOAA-GFDL-GFDL-ESM2G_r1i1p1_GERICS-REMO2009,tas Amon GFDL-ESM2G rcp85 r1i1p1,True,validation,gauss,shift,False,True,1981-2022,25,2021,-1.2,3,17.614,12.341,21.053,,,,-3.512,-27.043,22.617,187.21,3.0000,1.5840,9.9012,1.2,0.78601,0.13902,9.9056,-4.215,-32.452,27.141
AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22T attr-future,AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22T,tas Amon EC-EARTH rcp85 r12i1p1,True,future,gauss,shift,False,True,-2050,56,2021,0.8,3,28.915,19.344,35.164,,,,24.789,-3.169,53.463,217.17,3.0000,1.5165,11.052,-0.8,0.55492,0.48717,1.1867,-19.831,-42.771,2.536
AFR-44_rs_onset_CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17 attr-now,AFR-44_rs_onset_CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17,tas Amon CNRM-CM5 rcp85 r1i1p1,True,present,gauss,shift,False,True,-2022,73,2021,-1.2,3,19.821,15.912,22.622,,,,3.225,-10.594,17.132,170.44,3.0000,1.8800,6.4460,1.2,1.2547,0.46495,4.1035,3.870,-12.713,20.559
AFR-44_rs_onset_NOAA-GFDL-GFDL-ESM2G_r1i1p1_GERICS-REMO2009 attr-future,AFR-44_rs_onset_NOAA-GFDL-GFDL-ESM2G_r1i1p1_GERICS-REMO2009,tas Amon GFDL-ESM2G rcp85 r1i1p1,True,future,gauss,shift,False,True,-2050,56,2021,0.8,3,15.233,12.108,17.551,,,,-0.927,-14.932,13.536,186.87,3.0000,1.5465,9.4014,-0.8,1.0555,0.70326,5.3981,0.742,-10.829,11.946
AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_CLMcom-CCLM4-8-17 validation,AFR-44_rs_onset_ICHEC-EC-EARTH_r12i1p1_CLMcom-CCLM4-8-17,tas Amon EC-EARTH rcp85 r12i1p1,True,validation,gauss,shift,False,True,1981-2022,42,2021,-1.2,3,22.292,17.367,25.322,,,,-10.765,-33.361,14.131,172.11,3.0000,1.7701,6.1083,1.2,0.59616,0.21298,2.3607,-12.918,-40.034,16.957
AFR-44_rs_onset_ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5 attr-future,AFR-44_rs_onset_ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5,tas Amon EC-EARTH rcp85 r3i1p1,True,future,gauss,shift,False,True,-2050,100,2021,0.8,3,11.882,9.803,13.530,,,,3.711,-0.154,7.759,191.32,3.0000,2.3537,4.0166,-0.8,0.77837,0.64331,1.0135,-2.969,-6.207,0.124
